SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_2,EXT_SOURCE_3,nan_EXT_SOURCE_1
237941,Cash loans,2,0,1,1,157500.0,288873.0,22950.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,28.378082191780823,2.547945205479452,0.5889590135478001,0.1624419982223248,0
181601,Cash loans,1,1,1,0,126000.0,312768.0,13378.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,60.87671232876713,,0.6036602685045408,0.6092756673894402,1
395344,Cash loans,2,1,1,2,360000.0,1897461.0,66082.5,1638000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,37.83835616438356,15.057534246575342,0.6501930508718695,0.7898803468924867,0
341486,Cash loans,1,1,1,0,157500.0,1027327.5,40873.5,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,55.536986301369865,3.4273972602739726,0.2775351728713637,,1
418316,Cash loans,1,0,1,2,180000.0,521280.0,31630.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,26.90684931506849,1.7424657534246575,0.119313009096029,,1
116568,Cash loans,2,0,1,0,157500.0,1024740.0,52452.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,37.775342465753425,3.4054794520547946,0.3723555350640606,0.5513812618027899,0
340479,Revolving loans,2,0,0,0,225000.0,450000.0,22500.0,450000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,24.336986301369862,0.5150684931506849,,,1
204456,Cash loans,2,0,1,0,436500.0,1635795.0,105898.5,1579500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,43.35342465753425,2.9424657534246577,0.6839862020243551,0.4794489811780563,0
214218,Cash loans,2,0,0,0,90000.0,1285816.5,42624.0,1152000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,Municipal apartment,52.14520547945205,9.427397260273972,0.7227352312752509,0.7435593141311444,1
439167,Revolving loans,1,1,1,0,67500.0,135000.0,6750.0,135000.0,Other_A,Working,Secondary / secondary special,Civil marriage,House / apartment,31.515068493150686,3.408219178082192,0.4122415695386166,,0
105408,Cash loans,2,0,0,1,121500.0,807984.0,31576.5,697500.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,37.221917808219175,9.893150684931507,0.7569336166223561,0.4956658291397297,1
348848,Cash loans,2,0,1,0,247500.0,299772.0,20160.0,247500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,27.057534246575344,4.594520547945206,0.5484446667251984,,0
230991,Cash loans,2,1,0,1,166500.0,1256400.0,44644.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,35.827397260273976,6.13972602739726,0.6526707957691883,0.6801388218428291,0
353289,Cash loans,1,0,0,0,337500.0,971280.0,62073.0,900000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,31.873972602739727,0.4904109589041096,0.7593674295002149,0.4382813743111921,0
392185,Cash loans,2,0,1,2,157500.0,308133.0,16843.5,234000.0,Family,Working,Secondary / secondary special,Married,House / apartment,36.12328767123287,7.854794520547945,0.0080611119452909,0.6479768603302221,1
354502,Revolving loans,2,1,1,3,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,48.78356164383562,0.5013698630136987,0.6979874916366315,0.3296550543128238,0
171585,Revolving loans,2,0,1,0,81000.0,270000.0,13500.0,270000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,63.013698630136986,,0.0631319768082586,0.5971924268337128,1
411148,Cash loans,2,0,0,0,225000.0,729792.0,37260.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,42.69315068493151,9.747945205479452,0.2462900999491676,0.4101025731788671,0
441362,Cash loans,2,0,0,0,126000.0,359725.5,24169.5,297000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,44.4986301369863,1.0328767123287672,0.5378586062596393,0.4276573700350293,1
440053,Cash loans,1,1,1,0,193500.0,450000.0,21888.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,31.90958904109589,4.1808219178082195,0.6509188489487553,0.5334816299804352,0
249123,Cash loans,1,1,1,2,112500.0,414792.0,28188.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,37.74520547945205,0.5260273972602739,0.4028067392156974,,0
216585,Cash loans,2,1,1,0,67500.0,677664.0,22527.0,585000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,38.221917808219175,8.830136986301369,0.5572990671564706,0.7352209993926424,1
242823,Cash loans,2,0,1,0,135000.0,1288350.0,37800.0,1125000.0,Children,Working,Higher education,Married,House / apartment,53.89041095890411,4.1726027397260275,0.1409245117738765,0.7850520263728172,1
301727,Cash loans,2,1,1,0,184500.0,690048.0,26869.5,576000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,55.46849315068493,,0.6226157915786988,0.326475210066026,1
148334,Revolving loans,2,1,1,0,360000.0,1350000.0,67500.0,1350000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,37.487671232876714,5.632876712328767,0.3476301128774118,,0
262472,Cash loans,2,0,1,0,112500.0,675000.0,21906.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,42.80821917808219,5.504109589041096,0.2516875385720553,0.2940831009471255,1
243323,Cash loans,1,0,0,0,49500.0,238500.0,24565.5,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,65.06575342465753,,0.5287805738863648,0.7981372313187245,1
115962,Cash loans,2,0,1,0,180000.0,1253070.0,45139.5,1012500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,56.57534246575342,15.315068493150685,0.6553181379551513,0.6894791426446275,0
332344,Cash loans,1,1,0,1,135000.0,1288350.0,34114.5,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,36.41917808219178,6.410958904109589,0.6469483494970222,,0
395282,Revolving loans,2,0,1,1,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,35.68493150684932,6.556164383561644,0.5367713172935756,0.4956658291397297,0
157931,Cash loans,2,0,1,0,135000.0,225000.0,23184.0,225000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,53.553424657534244,0.9863013698630136,0.5301915747064445,,0
235377,Cash loans,2,1,0,0,315000.0,252000.0,7218.0,252000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,36.915068493150685,5.501369863013698,0.3866126373508525,0.4650692149562261,1
418771,Cash loans,1,0,1,1,202500.0,1223010.0,48631.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,39.635616438356166,0.7863013698630137,0.0759530124470311,0.3328505641648731,0
278797,Revolving loans,2,0,0,1,67500.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,28.345205479452055,4.364383561643836,0.6494615780129022,,1
239870,Revolving loans,2,0,1,2,90000.0,157500.0,7875.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,31.753424657534246,3.1945205479452055,0.5998504655410338,0.5280927512030451,0
216498,Cash loans,1,0,0,0,202500.0,319981.5,14958.0,243000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,40.057534246575344,8.706849315068494,0.3520218755972392,,1
393636,Cash loans,1,1,1,2,292500.0,418500.0,15507.0,418500.0,Unaccompanied,Working,Higher education,Married,House / apartment,40.6986301369863,1.63013698630137,0.7636998674328808,0.4596904504249018,1
384491,Cash loans,2,0,1,0,405000.0,1971072.0,68643.0,1800000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,53.14246575342466,8.717808219178082,0.5838569777899265,0.646329897706246,0
448111,Cash loans,2,0,1,0,180000.0,315000.0,14814.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,27.73972602739726,8.186301369863013,0.5569483571315073,0.7407990879702335,0
257819,Cash loans,1,1,1,0,225000.0,486265.5,35586.0,459000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,41.18630136986302,0.9178082191780822,0.7287415956450909,,0
433331,Cash loans,2,1,0,0,117000.0,755190.0,33264.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,29.687671232876713,8.657534246575343,0.5203602717604611,,0
285606,Cash loans,1,0,1,2,103500.0,1056447.0,31018.5,922500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,41.41917808219178,0.36164383561643837,0.3275990907866834,0.7776594425716818,0
146431,Cash loans,2,1,0,2,202500.0,1293502.5,35568.0,1129500.0,Unaccompanied,Working,Higher education,Married,House / apartment,41.827397260273976,16.980821917808218,0.4230324355425356,0.4776491548517548,0
103877,Cash loans,2,0,1,2,90000.0,422451.0,16056.0,297000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,39.87123287671233,15.917808219178083,0.61074808958159,0.2778856891082046,0
364782,Cash loans,1,1,0,0,160200.0,720000.0,25636.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,40.66849315068493,3.9835616438356163,0.4817560221204454,0.520897599048938,1
309663,Cash loans,2,1,1,0,189000.0,749349.0,24304.5,625500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,49.89041095890411,28.983561643835618,0.5080320621473046,0.6940926425266661,0
273538,Cash loans,1,0,0,0,94500.0,360000.0,28440.0,360000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,36.487671232876714,5.06027397260274,0.3129245652136167,0.1054731864873376,0
220319,Cash loans,1,0,0,0,292500.0,611950.5,44658.0,553500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,28.484931506849314,3.6246575342465754,0.7064284028871654,0.2539628093363117,0
175572,Cash loans,1,0,1,1,225000.0,545040.0,25537.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,33.75616438356165,10.178082191780822,0.1404011422024315,0.3154721549257734,1
385285,Cash loans,2,0,1,0,112500.0,900000.0,32458.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,36.967123287671235,3.180821917808219,0.6695511109516699,,0
247205,Cash loans,2,0,1,1,90000.0,1129500.0,33156.0,1129500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,42.602739726027394,2.197260273972603,0.3525408071769541,0.3360615207658242,0
424567,Cash loans,2,1,0,1,112500.0,675000.0,29731.5,675000.0,Unaccompanied,Working,Higher education,Married,With parents,30.4027397260274,8.613698630136986,0.2090326783170194,0.5460231970049609,1
187954,Cash loans,1,0,0,1,135000.0,1078200.0,34911.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,46.794520547945204,2.2849315068493152,0.4931140304809437,0.5726825047161584,1
450525,Cash loans,2,0,1,0,67500.0,314100.0,13437.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,63.21917808219178,,0.5137039577980153,0.3689687382528466,1
110081,Cash loans,2,0,1,1,76500.0,112500.0,12244.5,112500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,33.33972602739726,3.893150684931507,0.4246718435187729,,1
371472,Cash loans,1,0,0,1,126000.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,34.93972602739726,9.578082191780823,0.6648022582040211,,1
409186,Cash loans,2,0,1,1,202500.0,557770.5,32148.0,481500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42.71780821917808,5.912328767123288,0.7468917465227511,0.6430255641096323,1
226346,Cash loans,2,1,1,0,450000.0,1096020.0,59589.0,900000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,58.35342465753425,21.723287671232878,0.5327508304633021,0.4241303111942548,1
299250,Cash loans,2,0,1,0,225000.0,450000.0,16294.5,450000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,47.73698630136986,0.6383561643835617,0.689841201303526,0.3077366963789207,0
205212,Cash loans,2,0,1,0,63000.0,286704.0,13923.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,54.79178082191781,1.3945205479452054,0.5384673314888372,0.1895952597360396,1
222798,Cash loans,2,0,1,0,112500.0,474048.0,28773.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,31.93972602739726,3.0082191780821916,0.0269942237096543,0.108924403541012,0
408118,Cash loans,2,1,1,1,472500.0,900000.0,46084.5,900000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,49.515068493150686,8.621917808219179,0.6824669890740539,0.4471785780453068,0
451375,Cash loans,2,0,0,0,90000.0,143910.0,16366.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,29.76986301369863,0.2821917808219178,0.6696575438898269,0.1974745115685422,1
380801,Cash loans,2,0,1,1,45000.0,101880.0,10827.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,26.284931506849315,2.7616438356164386,0.6031945339406214,0.6832688314232291,0
303523,Cash loans,1,1,0,1,180000.0,497520.0,25402.5,450000.0,Family,Commercial associate,Higher education,Married,House / apartment,48.19178082191781,3.1123287671232878,0.358664064592398,0.7544061731797895,1
252094,Cash loans,2,1,1,1,189000.0,1035832.5,30415.5,904500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,27.904109589041095,6.616438356164384,0.6077599288079951,0.3425288720742255,1
147581,Cash loans,2,0,0,0,225000.0,1223010.0,48631.5,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,59.586301369863016,,0.2792660341377925,0.3927738606031339,0
264945,Revolving loans,1,1,1,1,270000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,30.926027397260274,2.3753424657534246,0.472193172202221,0.1940678276718812,1
323065,Cash loans,2,0,0,0,157500.0,1258650.0,53455.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,52.912328767123284,8.347945205479451,0.6974894105935326,0.4507472818545589,0
200199,Cash loans,2,1,1,0,135000.0,630747.0,20475.0,526500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.972602739726028,4.794520547945205,0.5058129316361352,,1
424858,Cash loans,1,1,1,0,225000.0,508495.5,24592.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,27.43013698630137,3.56986301369863,0.5972915674145626,0.3774042489507649,0
282220,Cash loans,2,0,1,0,157500.0,1442952.0,39811.5,1260000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,48.58082191780822,,0.5282901558675288,0.8128226070575616,1
276832,Revolving loans,1,1,1,2,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,35.9013698630137,1.884931506849315,0.7302217436438024,0.7490217048463391,0
426403,Cash loans,2,0,0,0,67500.0,444420.0,18958.5,337500.0,Other_A,Working,Secondary / secondary special,Single / not married,House / apartment,33.49589041095891,2.8575342465753426,0.2746462552988685,0.6178261467332483,1
102332,Cash loans,2,0,1,0,112500.0,284400.0,15880.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,65.41917808219178,,0.478595676040441,0.3376727217405312,1
362217,Cash loans,2,1,1,3,247500.0,760225.5,34483.5,679500.0,Family,Commercial associate,Higher education,Married,House / apartment,38.706849315068496,6.857534246575343,0.6404586672974164,0.8083935912119442,0
335980,Cash loans,2,0,1,1,135000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,37.536986301369865,3.271232876712329,0.5780810184320359,0.2622489709189549,1
106233,Cash loans,2,1,1,1,103500.0,1005120.0,29520.0,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,45.66301369863014,16.076712328767123,0.7492244017441968,,1
412201,Cash loans,2,0,0,1,202500.0,592560.0,35937.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,29.52054794520548,6.876712328767123,0.3800941995873117,0.2366108235287817,0
331802,Cash loans,2,1,1,0,153000.0,1278045.0,37368.0,1116000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,60.76164383561644,,0.5091305840470035,0.5638350489514956,1
148379,Cash loans,2,1,1,0,247500.0,675000.0,30631.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,63.52054794520548,2.66027397260274,0.6239610314907778,0.5460231970049609,1
205373,Cash loans,2,0,0,1,126000.0,879480.0,34209.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,41.46849315068493,12.830136986301369,0.0782700541435194,0.1538025863067176,0
400929,Cash loans,2,0,1,1,225000.0,1389852.0,50053.5,1147500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37.15890410958904,17.386301369863013,0.5639620726362808,0.5478104658520093,1
234260,Cash loans,2,1,1,3,135000.0,888840.0,32053.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,37.326027397260276,1.1479452054794521,0.4912338813419007,0.4902575124990026,0
330912,Cash loans,2,1,1,0,225000.0,229500.0,9850.5,229500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,64.21095890410959,,0.7109024569294536,0.7623356180684377,0
330827,Cash loans,2,0,1,0,171000.0,990000.0,28944.0,990000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,43.0027397260274,7.2684931506849315,0.70165327986064,,1
304618,Cash loans,1,1,0,1,247500.0,787131.0,28404.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,39.726027397260275,12.512328767123288,0.380759096104556,0.5797274227921155,1
446341,Cash loans,2,1,1,1,315000.0,746280.0,59094.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,40.66027397260274,7.926027397260274,0.355040513627405,0.2940831009471255,0
384437,Cash loans,1,1,1,0,112500.0,450000.0,23431.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,21.224657534246575,1.178082191780822,0.052996338716018,,1
426140,Cash loans,2,0,0,1,49500.0,269550.0,11871.0,225000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,35.53150684931507,3.4054794520547946,0.6891295760949709,,1
231274,Cash loans,2,0,0,0,103500.0,454500.0,23337.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,41.21643835616438,0.2821917808219178,0.477760834413483,0.6212263380626669,1
141607,Revolving loans,2,1,1,0,450000.0,900000.0,45000.0,900000.0,Family,Commercial associate,Higher education,Married,House / apartment,63.320547945205476,3.558904109589041,0.7151487429563422,0.2445163919946749,0
100648,Cash loans,1,1,0,0,67500.0,225000.0,11074.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,34.92876712328767,4.402739726027397,0.3989098107635719,,0
204548,Cash loans,2,1,1,0,229500.0,502497.0,36562.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45.863013698630134,4.109589041095891,0.1825593898538089,0.4830501881366946,1
163330,Cash loans,2,0,1,0,405000.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,27.936986301369863,1.0547945205479452,0.2453495532540649,,0
236496,Cash loans,2,1,1,0,247500.0,649053.0,63360.0,616500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,51.989041095890414,11.668493150684931,0.6043663609194857,0.6706517530862718,1
220984,Revolving loans,1,0,1,0,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,21.46301369863014,2.8684931506849316,0.0250871677038044,,1
431718,Cash loans,2,0,1,1,225000.0,477000.0,46597.5,477000.0,Unaccompanied,Working,Higher education,Married,Co-op apartment,33.863013698630134,4.602739726027397,0.1524144165758185,,1
425118,Cash loans,2,1,1,0,157500.0,254700.0,27558.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,37.52602739726027,11.131506849315068,0.4188695370065513,0.4543210601605785,0
263515,Cash loans,2,0,1,0,90000.0,514777.5,27553.5,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,61.9013698630137,,0.2450864731580439,0.7338145369642702,1
281095,Cash loans,2,0,0,2,247500.0,679500.0,28917.0,679500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,30.613698630136987,5.928767123287671,0.4854640384843698,0.5226973172821112,0
173956,Revolving loans,2,0,1,2,148500.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,39.64931506849315,21.47945205479452,0.4944532120662211,0.6246146584503397,1
138362,Cash loans,2,0,1,0,135000.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,50.010958904109586,28.413698630136988,0.624386797869104,0.8004513396487078,0
383885,Revolving loans,2,0,1,0,157500.0,1350000.0,67500.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,60.94794520547945,19.942465753424656,0.6473877579147829,,1
243511,Cash loans,2,1,1,0,135000.0,615109.5,34474.5,531000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,50.85205479452055,6.03013698630137,0.3941323638885272,0.2678689358444539,0
221545,Revolving loans,1,0,1,0,180000.0,427500.0,21375.0,427500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,54.25205479452055,,0.6119742760908007,0.7981372313187245,1
150219,Cash loans,1,0,1,0,63000.0,239850.0,23494.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,67.21369863013699,,0.6976601018526285,0.6127042441012546,1
183975,Cash loans,2,1,0,2,112500.0,544068.0,26460.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,28.2,9.178082191780822,0.2192953647672695,0.3706496323299817,0
372008,Cash loans,1,1,1,0,135000.0,167121.0,9063.0,139500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,26.53698630136986,0.726027397260274,0.3629709888682018,0.4668640059537032,1
265983,Cash loans,2,1,1,0,216000.0,1074861.0,35653.5,963000.0,"Spouse, partner",Working,Secondary / secondary special,Married,Municipal apartment,52.8,0.3315068493150685,0.7691023269048166,0.5513812618027899,1
268883,Cash loans,2,0,1,0,135000.0,420718.5,18661.5,319500.0,Unaccompanied,Working,Higher education,Married,House / apartment,37.1945205479452,12.095890410958905,0.1389140102810328,0.3077366963789207,0
107907,Cash loans,2,0,1,0,171000.0,254700.0,24939.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,68.02465753424657,,0.6586592743998916,0.7194907850918436,1
142549,Cash loans,2,1,1,0,135000.0,188478.0,19921.5,166500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,47.863013698630134,3.6904109589041094,0.0409855902822773,0.25533177083329,1
295957,Revolving loans,2,1,1,0,135000.0,270000.0,13500.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,53.43835616438356,3.4164383561643836,0.6185275196354857,0.6738300778602003,1
422825,Cash loans,1,1,1,2,675000.0,486265.5,33970.5,459000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46.345205479452055,14.56986301369863,0.6022886950159204,0.511891801533151,1
138658,Cash loans,2,0,1,0,144000.0,485190.0,24934.5,405000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,60.04383561643836,,0.4160510500268943,0.5388627065779676,1
430489,Cash loans,1,0,1,0,112500.0,225000.0,10620.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,35.62739726027397,2.208219178082192,0.7443700673226142,0.5656079814115492,0
224993,Cash loans,2,0,1,0,135000.0,417024.0,20191.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,57.68767123287671,,0.4711087576910136,0.4740512892789932,1
182078,Revolving loans,2,1,0,0,225000.0,450000.0,22500.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,39.21369863013699,16.72876712328767,0.3298380509431302,0.7136313997323308,0
282328,Cash loans,2,1,0,0,157500.0,528633.0,25560.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,55.40547945205479,,0.6574488028805213,0.5832379256761245,1
218217,Cash loans,2,0,1,1,135000.0,808650.0,31464.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,43.97260273972603,5.041095890410959,0.4489014216333516,0.2910973802776635,1
366116,Cash loans,1,1,0,2,157500.0,269550.0,10674.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,37.30684931506849,2.4986301369863013,0.526246170296486,,0
360021,Cash loans,2,0,0,1,90000.0,276277.5,21825.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,30.08219178082192,0.6904109589041096,0.5752837521344698,,0
158131,Cash loans,1,0,1,0,135000.0,675000.0,26154.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,44.45479452054794,22.350684931506848,0.5576443258336038,0.3523399726917038,1
359279,Cash loans,2,0,1,0,90000.0,495000.0,45531.0,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,51.2,14.172602739726027,0.184265738150521,0.501075160239048,1
276133,Cash loans,1,1,0,0,180000.0,597339.0,30474.0,553500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,67.78082191780823,,0.3816101970203633,0.5172965813614878,0
330051,Cash loans,1,1,1,0,180000.0,314055.0,18976.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,30.638356164383563,2.6191780821917807,0.4780391013822978,0.4956658291397297,1
397986,Cash loans,1,0,0,0,315000.0,1065681.0,47668.5,904500.0,Unaccompanied,Working,Higher education,Married,House / apartment,64.75890410958904,13.32054794520548,0.5757057908179855,0.7583930617144343,1
278093,Cash loans,1,1,1,0,202500.0,679500.0,26946.0,679500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,40.6,1.9479452054794522,0.5595745801358216,0.5406544504453575,1
452609,Cash loans,2,1,1,1,180000.0,675000.0,53460.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,43.74520547945205,1.9205479452054794,0.6501084948206836,0.4418358231994413,1
142401,Cash loans,1,1,1,1,315000.0,1006920.0,42790.5,900000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,32.07397260273972,0.8164383561643835,0.7748224342960607,0.6594055320683344,1
167364,Cash loans,2,0,0,0,67500.0,363190.5,24399.0,328500.0,Other_B,Working,Higher education,Single / not married,With parents,25.926027397260274,1.1013698630136985,0.0979059853330902,,1
105338,Cash loans,2,0,1,1,270000.0,817560.0,29362.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,47.56438356164384,6.824657534246575,0.6499990553340981,0.6894791426446275,0
261284,Cash loans,2,0,1,0,112500.0,405000.0,15399.0,405000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,63.156164383561645,,0.2961435654275993,0.746300213050371,1
214443,Cash loans,2,0,0,0,126000.0,835380.0,40320.0,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,33.84109589041096,10.073972602739726,0.5990523726591579,0.4956658291397297,1
